"","X","id","text","title","abstract","keywords","methods","type","authors","affiliation","source","year","volume","issue","startpage","endpage","doi","language","database"
"191671",191671,"Worthen_1988_Oiko","Slugs (Arion spp.) facilitate mycophagous drosophilids in laboratory and field experiments Field surveys in New Jersey in 1986-87 showed that slugs (Arion spp.) frequently consume mushrooms in genera preferred by mycophagous flies. A positive curvilinear trend between slug visitation and fly production suggested that intermediate levels of slug activity facilitated the production of flies from mushrooms. In a laboratory experiment, 12 Agaricus bisporus mushrooms were split and halves were either exposed to slugs for one day or untreated. The mushrooms were then placed in aquaria containing 20 females of Drosophila tripunctata for 2 days. Mushroom halves exposed to slugs produced significantly more flies than the untreated controls. In a field experiment, Agaricus bisporus mushrooms were assigned to 4 treatments slug exclosures (plexiglass cylinders inserted into the ground and coated with salt); placed beneath raised cylinders; slug enclosures (cylinders containing a slug); or left uncovered. Open mushrooms (which were all visited by slugs) produced more flies than mushrooms from which slugs were excluded. Both laboratory and field experiments substantiated the facilitation hypothesis.","Slugs Arion spp facilitate mycophagous drosophilids in laboratory and field experiments","Field surveys in New Jersey in 1986-87 showed that slugs (Arion spp.) frequently consume mushrooms in genera preferred by mycophagous flies. A positive curvilinear trend between slug visitation and fly production suggested that intermediate levels of slug activity facilitated the production of flies from mushrooms. In a laboratory experiment, 12 Agaricus bisporus mushrooms were split and halves were either exposed to slugs for one day or untreated. The mushrooms were then placed in aquaria containing 20 females of Drosophila tripunctata for 2 days. Mushroom halves exposed to slugs produced significantly more flies than the untreated controls. In a field experiment, Agaricus bisporus mushrooms were assigned to 4 treatments slug exclosures (plexiglass cylinders inserted into the ground and coated with salt); placed beneath raised cylinders; slug enclosures (cylinders containing a slug); or left uncovered. Open mushrooms (which were all visited by slugs) produced more flies than mushrooms from which slugs were excluded. Both laboratory and field experiments substantiated the facilitation hypothesis.","agricultural entomology and biology and edible fungi and Insect pests and interactions and mushrooms and pests and New Jersey and USA and Agaricaceae and Agaricus bisporus and Arion and Arionidae and Diptera and Drosophilidae and fungi and Gastropoda and insects and Mollusca and Slugs and Agaricus and Agaricaceae and Agaricales and Agaricomycetes and Agaricomycotina and Basidiomycota and fungi and eukaryotes and Arionidae and Gastropoda and Mollusca and invertebrates and animals and slugs and insects and Hexapoda and arthropods and Diptera and Drosophila and Drosophilidae and Middle Atlantic States of USA and Northeastern States of USA and USA and APEC countries and Developed Countries and North America and America and OECD Countries and Drosophila tripunctata and fungus and pest insects and United States of America and Pests, Pathogens and Biogenic Diseases of Plants (FF600) (Discontinued March 2000) and Other Produce (QQ070)","","JOUR","Worthen, W. B.",NA,"Oikos","1988","53","2","161","166","","","revtools"
"193026",193026,"Pout_1974_BritVeteJour_b","Coccidiosis of lambs. III. The reaction of the small intestinal mucosa to experimental infections with E. arloingi 'B' and E. crandallis. IV. The clinical response to infections of E. arloingi 'B' crandallis in laboratory-reared lambs Infection of experimental coccidia-free lambs with pure cultures of E. arloingi 'B' and E. crandallis produced a tissue reaction in the upper and lower ileum respectively. A lesion similar to that of the 'flat mucosa' was produced in areas of the intestine which had a high density of parasites. A similar reaction, without any overt mucosal surface changes, was produced in areas of low parasite density. The two species of coccidia together successfully colonized the whole length of the small intestine. Results are discussed in relation to observations in field lambs and other experimental coccidial infections of lambs and chickens. There appeared to be no obvious relationship between the infective dose, the faecal oocyst production and the clinical response. The effect of diet on the production of the intestinal lesion and the total body response to the infection is discussed.","Coccidiosis of lambs III The reaction of the small intestinal mucosa to experimental infections with E arloingi 'B' and E crandallis IV The clinical response to infections of E arloingi 'B' crandallis in laboratory-reared lambs","Infection of experimental coccidia-free lambs with pure cultures of E. arloingi 'B' and E. crandallis produced a tissue reaction in the upper and lower ileum respectively. A lesion similar to that of the 'flat mucosa' was produced in areas of the intestine which had a high density of parasites. A similar reaction, without any overt mucosal surface changes, was produced in areas of low parasite density. The two species of coccidia together successfully colonized the whole length of the small intestine. Results are discussed in relation to observations in field lambs and other experimental coccidial infections of lambs and chickens. There appeared to be no obvious relationship between the infective dose, the faecal oocyst production and the clinical response. The effect of diet on the production of the intestinal lesion and the total body response to the infection is discussed.","coccidiosis and experimental infection and lamb diseases and lambs and Pathology and poultry and Eimeria arloingi and fowls and sheep and Eimeria and Eimeriidae and Eucoccidiorida and Apicomplexa and Protozoa and invertebrates and animals and eukaryotes and Gallus gallus and Gallus and Phasianidae and Galliformes and birds and vertebrates and Chordata and Ovis and Bovidae and ruminants and Artiodactyla and mammals and chickens and domesticated birds and experimental transmission and Parasites, Vectors, Pathogens and Biogenic Diseases of Animals (LL820) (Discontinued March 2000)","","JOUR","Pout, D. D.",NA,"British Veterinary Journal","1974","130","1","45","60","","","revtools"
"193128",193128,"Danka_1987_ZefrAnEn","Laboratory evaluation of dimethoate repellence to honey bees Honeybees (Apis mellifera) were presented with a choice of air contaminated with dimethoate (Cygon) or clean air in a Y-tube olfactometer. Air was contaminated by passage over treated filter papers. No avoidance of the insecticide was found at residues of 0.0056 mg a.i./cm (corresponding to the recommended field rate on apples), or at 5, 10, or 15 times this amount. Bees were repelled by droplets of 10% Cygon and by benzaldehyde (a standard honeybee repellent) at two rates. Permethrin (Ambush, 0.011 and 0.0022 mg a.i./cm) did not repel bees. In a spatial test, 100% mortality occurred when caged bees contacted dimethoate residues (1.486-0.046 mg a.i./cm) on filter paper rings surrounding feeder vials. Dimethoate residues of 0.012 and 0.006 mg a.i./cm caused neither bee mortality nor a decrease in syrup consumption from treated feeders.^CENTREQUAD~Author.","Laboratory evaluation of dimethoate repellence to honey bees","Honeybees (Apis mellifera) were presented with a choice of air contaminated with dimethoate (Cygon) or clean air in a Y-tube olfactometer. Air was contaminated by passage over treated filter papers. No avoidance of the insecticide was found at residues of 0.0056 mg a.i./cm (corresponding to the recommended field rate on apples), or at 5, 10, or 15 times this amount. Bees were repelled by droplets of 10% Cygon and by benzaldehyde (a standard honeybee repellent) at two rates. Permethrin (Ambush, 0.011 and 0.0022 mg a.i./cm) did not repel bees. In a spatial test, 100% mortality occurred when caged bees contacted dimethoate residues (1.486-0.046 mg a.i./cm) on filter paper rings surrounding feeder vials. Dimethoate residues of 0.012 and 0.006 mg a.i./cm caused neither bee mortality nor a decrease in syrup consumption from treated feeders.^CENTREQUAD~Author.","dimethoate and honey bees and insecticides and permethrin and Poisoning and Repellency and Apis and Apidae and Hymenoptera and insects and Hexapoda and arthropods and invertebrates and animals and eukaryotes and honeybees and toxicosis and Apiculture (LL010) and Pesticides and Drugs (General) (HH400) and Animal Toxicology, Poisoning and Pharmacology (LL900) (Discontinued March 2000)","","JOUR","Danka, R. G. and Collison, C. H.",NA,"Zeitschrift fr Angewandte Entomologie","1987","104","2","211","214","","","revtools"
"193505",193505,"Higgs_1988_Para","Laboratory studies with clones of Eimeria hungaryensis, a parasite of the wood mouse Apodemus sylvaticus Doses from one to 105 sporulated oocysts of a cloned strain of E. hungaryensis were used to infect laboratory-reared, coccidia-free A. sylvaticus. Total oocyst production, reproductive indices (output/dose) and daily patterns of oocyst production were compared. At doses of 10 oocysts or less, observed yields exceeded expected yields calculated using details of endogenous stages. At doses above 10 oocysts, the converse occurred. From infections initiated with 10 oocysts, total outputs were not significantly different in male and female wood mice, host age had no apparent effect and repeated infections, at 10-day intervals, of both sexes, resulted in progressive decreases in output at each successive infection, suggesting development of resistance.","Laboratory studies with clones of Eimeria hungaryensis a parasite of the wood mouse Apodemus sylvaticus","Doses from one to 105 sporulated oocysts of a cloned strain of E. hungaryensis were used to infect laboratory-reared, coccidia-free A. sylvaticus. Total oocyst production, reproductive indices (output/dose) and daily patterns of oocyst production were compared. At doses of 10 oocysts or less, observed yields exceeded expected yields calculated using details of endogenous stages. At doses above 10 oocysts, the converse occurred. From infections initiated with 10 oocysts, total outputs were not significantly different in male and female wood mice, host age had no apparent effect and repeated infections, at 10-day intervals, of both sexes, resulted in progressive decreases in output at each successive infection, suggesting development of resistance.","host parasite relationships and Laboratory animals and life history and parasites and Apodemus sylvaticus and protozoa and Rodents and Sarcomastigophora and Apodemus and Murinae and Muridae and rodents and mammals and vertebrates and Chordata and animals and eukaryotes and invertebrates and Protozoa and Eimeria and Eimeriidae and Eucoccidiorida and Apicomplexa and Eimeria hungaryensis and oocyst production and parasite host relationships and Parasites, Vectors, Pathogens and Biogenic Diseases of Animals (LL820) (Discontinued March 2000)","","JOUR","Higgs, S. and Nowell, F.",NA,"Parasitology","1988","97","2","213","220","","","revtools"
"193525",193525,"Jennings_1983_TrofthRoSoofTrMeanHy","Laboratory infection of the sandfly Phlebotomus papatasi Scopoli (Diptera, Psychodidae) with three phleboviruses Membrane feeding and intrathoracic inoculation techniques were used to infect Phlebotomus papatasi (Scop.) with viruses of the Phlebotomus fever group. The flies were infected per os with Pacui virus, or were inoculated with Pacui virus, Sicilian sandfly fever virus or Naples sandfly fever virus. Pacui virus did not multiply after infection per os, but an 8 X 104-fold increase in virus concentration occurred within 4 days of intrathoracic inoculation of this virus. The infection rate was 100%. Sicilian sandfly virus multiplied in P. papatasi after inoculation, though there was only a 20-fold increase after 8 days. The results with Naples sandfly fever virus were inconsistent. A 32-fold increase in mean virus concentration was recorded in a small percentage of flies 14 days after inoculation.","Laboratory infection of the sandfly Phlebotomus papatasi Scopoli Diptera Psychodidae with three phleboviruses","Membrane feeding and intrathoracic inoculation techniques were used to infect Phlebotomus papatasi (Scop.) with viruses of the Phlebotomus fever group. The flies were infected per os with Pacui virus, or were inoculated with Pacui virus, Sicilian sandfly fever virus or Naples sandfly fever virus. Pacui virus did not multiply after infection per os, but an 8 X 104-fold increase in virus concentration occurred within 4 days of intrathoracic inoculation of this virus. The infection rate was 100%. Sicilian sandfly virus multiplied in P. papatasi after inoculation, though there was only a 20-fold increase after 8 days. The results with Naples sandfly fever virus were inconsistent. A 32-fold increase in mean virus concentration was recorded in a small percentage of flies 14 days after inoculation.","disease vectors and replication and vectors and Diptera and Phlebotominae and Phlebotomus papatasi and Psychodidae and insects and Hexapoda and arthropods and invertebrates and animals and eukaryotes and Psychodidae and Diptera and Phlebotomus and Phlebotominae and Pacui virus and pappataci fever virus and Medical and Veterinary Entomology Records (TT300) (Discontinued 1995)","","JOUR","Jennings, M. and Boorman, J.",NA,"Transactions of the Royal Society of Tropical Medicine and Hygiene","1983","77","1","62","64","","","revtools"
"193537",193537,"Reisen_1985_AnofthEnSoofAm","Swarming and mating behavior of laboratory and field strains of Culex tarsalis (Diptera Culicidae) Swarming and mating behaviour of a laboratory colony and adults emerging from field-collected immatures of Culex tarsalis were observed in small laboratory and large outdoor cages. Natural populations were observed in foothill environments near Bakersfield in Kern County, California. Pairing and increases in percentage of insemination occurred concurrently with swarming at dusk and to a lesser extent at dawn. The presence of a female was not essential to stimulate male swarming. Timing of movement to and from resting sites, swarming and mating was similar among laboratory and field populations in the field, in outdoor cages and in the laboratory. However, proportionately more laboratory males participated in crepuscular swarms in the outdoor cages. Correspondingly, the insemination of concurrently released females occurred more rapidly among laboratory than among field strains. Thus, selection occurs during colonization for demes able to swarm and mate in confined spaces.&lt;new para&gt;ADDITIONAL ABSTRACT&lt;new para&gt;The swarming and mating behaviour of Culex tarsalis mosquitoes from laboratory colonies and wild adults collected as larvae and pupae were observed in small laboratory and large outdoor cages. The behaviour of wild mosquitoes was also studied in the field in California (USA). The timing and pattern of swarming and mating behaviour were similar in wild and colonized mosquitoes. However, in outdoor cages a smaller proportion of wild males took part in swarming behaviour compared with the colonized strain. Correspondingly the rate of female insemination was lower in the wild mosquitoes than in the colonized strains. Colonization, therefore, selects for individuals which have the ability to swarm and mate in confined spaces.L.M. Gomulski","Swarming and mating behavior of laboratory and field strains of Culex tarsalis Diptera Culicidae","Swarming and mating behaviour of a laboratory colony and adults emerging from field-collected immatures of Culex tarsalis were observed in small laboratory and large outdoor cages. Natural populations were observed in foothill environments near Bakersfield in Kern County, California. Pairing and increases in percentage of insemination occurred concurrently with swarming at dusk and to a lesser extent at dawn. The presence of a female was not essential to stimulate male swarming. Timing of movement to and from resting sites, swarming and mating was similar among laboratory and field populations in the field, in outdoor cages and in the laboratory. However, proportionately more laboratory males participated in crepuscular swarms in the outdoor cages. Correspondingly, the insemination of concurrently released females occurred more rapidly among laboratory than among field strains. Thus, selection occurs during colonization for demes able to swarm and mate in confined spaces.&lt;new para&gt;ADDITIONAL ABSTRACT&lt;new para&gt;The swarming and mating behaviour of Culex tarsalis mosquitoes from laboratory colonies and wild adults collected as larvae and pupae were observed in small laboratory and large outdoor cages. The behaviour of wild mosquitoes was also studied in the field in California (USA). The timing and pattern of swarming and mating behaviour were similar in wild and colonized mosquitoes. However, in outdoor cages a smaller proportion of wild males took part in swarming behaviour compared with the colonized strain. Correspondingly the rate of female insemination was lower in the wild mosquitoes than in the colonized strains. Colonization, therefore, selects for individuals which have the ability to swarm and mate in confined spaces.L.M. Gomulski","behaviour and biology and mosquito nets and California and USA and Culex tarsalis and Culicidae and Diptera and Culex and Culicidae and Diptera and insects and Hexapoda and arthropods and invertebrates and animals and eukaryotes and Pacific States of USA and Western States of USA and USA and APEC countries and Developed Countries and North America and America and OECD Countries and behavior and mosquitoes and swarming and mating behaviour and United States of America and Other Control Measures (HH700) and Animal Behaviour (LL300) and Parasites, Vectors, Pathogens and Biogenic Diseases of Humans (VV200) (Discontinued March 2000)","","JOUR","Reisen, W. K. and Knop, N. F. and Peloquin, J. J.",NA,"Annals of the Entomological Society of America","1985","78","5","667","673","","","revtools"
"193567",193567,"Leisse_1988_MideDeGefrAlunAnEn","Laboratory investigations on the biology and level of parasitism of Trichogramma semblidis (Auriv.) as an egg parasitoid of Eupoecilia ambiguella Hb. / Laboruntersuchungen zur Biologie und Parasitierungsleistung von Trichogramma semblidis (Auriv.) als Eiparasit von Eupoecilia ambiguella Hb This paper was presented at a meeting of the German Society for General and Applied Entomology in 1987. The biology of Trichogramma semblidis and its level of parasitism of the grape pest Eupoecilia ambiguella were investigated in the laboratory at constant temperatures of 15, 20 and 25C and alternating temperatures of 12 h at 20C and 12 h at 30C. The optimal temperature for development and parasitism was 25C. While the lifespan was greatest at 15C, the number of tortricid eggs parasitized at this temperature decreased by 50%. Alternating temperatures showed that high temperature (30C) also reduced parasitism by 50%. Multiparasitism occurred at all temperatures, mainly on the first day, so total oviposition was higher than the level of parasitism.","Laboratory investigations on the biology and level of parasitism of Trichogramma semblidis Auriv as an egg parasitoid of Eupoecilia ambiguella Hb Laboruntersuchungen zur Biologie und Parasitierungsleistung von Trichogramma semblidis Auriv als Eiparasit von Eupoecilia ambiguella Hb","This paper was presented at a meeting of the German Society for General and Applied Entomology in 1987. The biology of Trichogramma semblidis and its level of parasitism of the grape pest Eupoecilia ambiguella were investigated in the laboratory at constant temperatures of 15, 20 and 25C and alternating temperatures of 12 h at 20C and 12 h at 30C. The optimal temperature for development and parasitism was 25C. While the lifespan was greatest at 15C, the number of tortricid eggs parasitized at this temperature decreased by 50%. Alternating temperatures showed that high temperature (30C) also reduced parasitism by 50%. Multiparasitism occurred at all temperatures, mainly on the first day, so total oviposition was higher than the level of parasitism.","agricultural entomology and biology and environmental factors and fruits and grapes and hosts and Insect pests and Natural enemies and parasitoids and Rearing techniques and techniques and Temperature and Eupoecilia ambiguella and Hymenoptera and Insects and Lepidoptera and Tortricidae and Trichogramma semblidis and Trichogrammatidae and Vitidaceae and Vitis and Eupoecilia and Tortricidae and Lepidoptera and insects and Hexapoda and arthropods and invertebrates and animals and eukaryotes and Trichogramma and Trichogrammatidae and Hymenoptera and natural enemies and Vitidaceae and Rhamnales and dicotyledons and angiosperms and Spermatophyta and plants and German Society for General and Applied Entomology and pest insects and Vitaceae and Biological Control (HH100) and Parasites, Vectors, Pathogens and Biogenic Diseases of Animals (LL820) (Discontinued March 2000) and Techniques and Methodology (ZZ900) and Pests, Pathogens and Biogenic Diseases of Plants (FF600) (Discontinued March 2000) and Agriculture (General) (AA000)","","JOUR","Leisse, N. and Sengonca, .",NA,"Mitteilungen der Deutschen Gesellschaft fr Allgemeine und Angewandte Entomologie","1988","6","1-3","238","242","","","revtools"
"193609",193609,"Sugur_1978_MyJoofAgSc","Incidence and pathology of some of the common disease problems in laboratory rabbit The carcasses of 50 rabbits received from 3 different sources in a one-year period were examined so as to identify common disease problems. Coccidiosis occurred in 12, of which 6 showed hepatic lesions associated with Eimeria steidae, and the rest showed hepatic and intestinal lesions associated with a mixed infection of E. stiedae, E. magna, E. media, E. irresidua and E. perforans. Encephalitozoonosis was recorded in 12 cases. Deaths were commoner in the winter and rainy season and the rate of disease incidence was influenced by management practices.","Incidence and pathology of some of the common disease problems in laboratory rabbit","The carcasses of 50 rabbits received from 3 different sources in a one-year period were examined so as to identify common disease problems. Coccidiosis occurred in 12, of which 6 showed hepatic lesions associated with Eimeria steidae, and the rest showed hepatic and intestinal lesions associated with a mixed infection of E. stiedae, E. magna, E. media, E. irresidua and E. perforans. Encephalitozoonosis was recorded in 12 cases. Deaths were commoner in the winter and rainy season and the rate of disease incidence was influenced by management practices.","parasites and pathology and Eimeria and Encephalitozoon and LAGOMORPHA and protozoa and rabbits and Eimeriidae and Eucoccidiorida and Apicomplexa and Protozoa and invertebrates and animals and eukaryotes and Encephalitozoonidae and Microspora and mammals and vertebrates and Chordata and Leporidae and Lagomorpha and Lagomorphs and prevalence and Parasites, Vectors, Pathogens and Biogenic Diseases of Animals (LL820) (Discontinued March 2000)","","GEN","Sugur, V. S.",NA,"Mysore Journal of Agricultural Sciences","1978","12","4","680","680","","","revtools"
"193719",193719,"Wool_1987_JoofApEn","The relative importance of factors affecting the size of laboratory populations of the almond moth, Ephestia cautella (Walker) (Lep., Pyralidae) Fourteen experimental populations of Ephestia cautella were kept in cages in the laboratory for a year with a regular supply of food. In the first 3 months, groups of populations were treated differently 6 were selected weekly for resistance to malathion, 2 received twice-weekly infusions of adult males from a malathion-susceptible laboratory strain, 3 received both treatments, and 3 were left untreated. In the last 9 months, selection treatments were discontinued and only 2 populations received immigrants. The selection treatment caused high mortality of adults but had no effect on population size, and no resistance to malathion appeared to develop. Immigration of adult males had no effect on population size. The principal ecological factors responsible for changes in population size were low humidity, and parasitism by Bracon hebetor and Nemeritis canescens [Venturia canescens]. The latter species appeared capable of coexisting with the pyralid population, while the former reduced it to almost zero. This parasitoid appears to be a promising biological control agent for Ephestia.","The relative importance of factors affecting the size of laboratory populations of the almond moth Ephestia cautella Walker Lep Pyralidae","Fourteen experimental populations of Ephestia cautella were kept in cages in the laboratory for a year with a regular supply of food. In the first 3 months, groups of populations were treated differently 6 were selected weekly for resistance to malathion, 2 received twice-weekly infusions of adult males from a malathion-susceptible laboratory strain, 3 received both treatments, and 3 were left untreated. In the last 9 months, selection treatments were discontinued and only 2 populations received immigrants. The selection treatment caused high mortality of adults but had no effect on population size, and no resistance to malathion appeared to develop. Immigration of adult males had no effect on population size. The principal ecological factors responsible for changes in population size were low humidity, and parasitism by Bracon hebetor and Nemeritis canescens [Venturia canescens]. The latter species appeared capable of coexisting with the pyralid population, while the former reduced it to almost zero. This parasitoid appears to be a promising biological control agent for Ephestia.","agricultural entomology and Biological control and biology and environmental factors and hosts and Insecticide resistance and insecticides and Malathion and Natural enemies and parasitoids and resistance and Stored products pests and techniques and Bracon hebetor and Braconidae and Cadra cautella and Hymenoptera and Ichneumonidae and Lepidoptera and Pyralidae and Venturia canescens and Bracon and Braconidae and Hymenoptera and insects and Hexapoda and arthropods and invertebrates and animals and natural enemies and eukaryotes and Cadra and Pyralidae and Lepidoptera and Venturia (Hymenoptera) and Ichneumonidae and Ephestia and biocontrol and Ephestia cautella and storage pests and stored-product pests and Techniques and Methodology (ZZ900) and Biological Control (HH100) and Biodeterioration Organisms (SS320) (Discontinued March 2000) and Pesticide and Drug Resistance (HH410) and Storage Problems and Pests of Food (QQ111) and Pests, Pathogens and Biogenic Diseases of Plants (FF600) (Discontinued March 2000) and Pesticides and Drugs (General) (HH400)","","JOUR","Wool, D. and Brower, J. H. and Kamin-Belsky, N.",NA,"Journal of Applied Entomology","1987","104","3","217","227","","","revtools"
"194142",194142,"Galloway_1985_CaJoofZo","The effects of parasitism by Romanomermis culicivorax (Nematoda Mermithidae) on growth and development of Aedes vexans (Diptera Culicidae) in laboratory and field tests Laboratory-reared preparasitic larvae of Romanomermis culicivorax were tested against Aedes vexans larvae reared from field-collected eggs, at 10 and 20 nematodes per mosquito for 24 h in the laboratory and at 10 000, 20 000, 50 000 and 100 000 nematodes/m in artificial field pools. Of the mosquitoes exposed to 20 preparasites each in the laboratory, 46.7% became infected, with an average of 3.1 parasites/infected host and 23 postparasites emerging from 30 mosquitoes exposed. Mean infection rates in the field pools, 24 h after preparasites were introduced, ranged from 10.4% (1.0 parasite/infected host) with 10 000/m to 49.0% (1.9 parasites/infected host) with 100 000/m. Both in laboratory and field tests, infected larvae were significantly smaller than uninfected larvae and took significantly longer to reach the fourth instar, when they died. Infection rates as high as 86.5% were found in larvae still in the pools 192 h after treatment, because most uninfected larvae had pupated by then. Of 2786 worms found in dissected larvae from the field pools, 2.0% had been melanized by their hosts. The incidence of melanization increased with time but was not related to the numbers of parasites per host. The authors conclude that control of Ae. vexans by R. culicivorax is impractical at present because of the low infection rates even at high dosages of preparasites and the possibility of rapid selection for parasite melanization.J.E. Hudson&lt;new para&gt;ADDITIONAL ABSTRACT&lt;new para&gt;R. culicivorax parasitism caused symptoms typical of starvation in A. vexans larvae in both field and laboratory experiments. Infected larvae were reduced in size, moulting at each instar was delayed, there was a failure to develop significant fat body and secondary pigmentation occurred in later instars. Excluding samples taken after the onset of pupation of uninfected larvae, mean percent infection ranged from 7.2 to 18.8, 12.4 to 24.8, 9.2 to 23.2, and 38.0 to 49.0% when preparasites were applied at 10 000, 20 000, 50 000 and 100 000 m-2 to artificial field pools, respectively. Of 2786 parasitic juvenile nematodes encountered in dissected larvae during the field trial, 2.0% were melanized.","The effects of parasitism by Romanomermis culicivorax Nematoda Mermithidae on growth and development of Aedes vexans Diptera Culicidae in laboratory and field tests","Laboratory-reared preparasitic larvae of Romanomermis culicivorax were tested against Aedes vexans larvae reared from field-collected eggs, at 10 and 20 nematodes per mosquito for 24 h in the laboratory and at 10 000, 20 000, 50 000 and 100 000 nematodes/m in artificial field pools. Of the mosquitoes exposed to 20 preparasites each in the laboratory, 46.7% became infected, with an average of 3.1 parasites/infected host and 23 postparasites emerging from 30 mosquitoes exposed. Mean infection rates in the field pools, 24 h after preparasites were introduced, ranged from 10.4% (1.0 parasite/infected host) with 10 000/m to 49.0% (1.9 parasites/infected host) with 100 000/m. Both in laboratory and field tests, infected larvae were significantly smaller than uninfected larvae and took significantly longer to reach the fourth instar, when they died. Infection rates as high as 86.5% were found in larvae still in the pools 192 h after treatment, because most uninfected larvae had pupated by then. Of 2786 worms found in dissected larvae from the field pools, 2.0% had been melanized by their hosts. The incidence of melanization increased with time but was not related to the numbers of parasites per host. The authors conclude that control of Ae. vexans by R. culicivorax is impractical at present because of the low infection rates even at high dosages of preparasites and the possibility of rapid selection for parasite melanization.J.E. Hudson&lt;new para&gt;ADDITIONAL ABSTRACT&lt;new para&gt;R. culicivorax parasitism caused symptoms typical of starvation in A. vexans larvae in both field and laboratory experiments. Infected larvae were reduced in size, moulting at each instar was delayed, there was a failure to develop significant fat body and secondary pigmentation occurred in later instars. Excluding samples taken after the onset of pupation of uninfected larvae, mean percent infection ranged from 7.2 to 18.8, 12.4 to 24.8, 9.2 to 23.2, and 38.0 to 49.0% when preparasites were applied at 10 000, 20 000, 50 000 and 100 000 m-2 to artificial field pools, respectively. Of 2786 parasitic juvenile nematodes encountered in dissected larvae during the field trial, 2.0% were melanized.","biological control and BIOLOGICAL CONTROL AGENTS and control and disease vectors and entomopathogens and entomophilic nematodes and insect control and mosquito nets and Natural enemies and nematology and pathogenicity and pathogens and Vectors and Canada and Aedes vexans and arthropods and Culicidae and Diptera and fungi and Insects and Mermithida and Romanomermis culicivorax and Aedes and Culicidae and Diptera and insects and Hexapoda and arthropods and invertebrates and animals and eukaryotes and Romanomermis and Mermithidae and Mermithida and Dorylaimia and Enoplea and Nematoda and APEC countries and Commonwealth of Nations and Developed Countries and North America and America and OECD Countries and Adenophorea and biocontrol and biocontrol agents and biological control organisms and insect nematodes and mosquitoes and nematodes and Parasites, Vectors, Pathogens and Biogenic Diseases of Animals (LL820) (Discontinued March 2000) and Other Control Measures (HH700) and Parasites, Vectors, Pathogens and Biogenic Diseases of Humans (VV200) (Discontinued March 2000) and Biological Control (HH100) and Pathogen, Pest, Parasite and Weed Management (General) (HH000)","","JOUR","Galloway, T. D. and Brust, R. A.",NA,"Canadian Journal of Zoology","1985","63","10","2437","2442","","","revtools"
"194167",194167,"Knop_1983_PranPaofthFiAnCoofthCaMoanVeCoAsInJa2319heatthViHoSaMaCa","Swarming and mating behavior of Culex tarsalis comparison of field and laboratory-adapted populations. [Abstract] Observations on field-collected and laboratory-reared adults of Culex tarsalis Coq. released into a field cage in California showed that insemination occurred during intervals between swarms at dusk and dawn. In the field cage, field-collected males had smaller and fewer swarms, and fewer field-collected females were inseminated, which suggested that space is used differently by field-collected and laboratory populations. However, laboratory-adapted and field-collected mosquitoes in the cage and a population observed in the field all responded similarly to changes in light intensity at dusk and dawn.","Swarming and mating behavior of Culex tarsalis comparison of field and laboratory-adapted populations Abstract","Observations on field-collected and laboratory-reared adults of Culex tarsalis Coq. released into a field cage in California showed that insemination occurred during intervals between swarms at dusk and dawn. In the field cage, field-collected males had smaller and fewer swarms, and fewer field-collected females were inseminated, which suggested that space is used differently by field-collected and laboratory populations. However, laboratory-adapted and field-collected mosquitoes in the cage and a population observed in the field all responded similarly to changes in light intensity at dusk and dawn.","effects and laboratory rearing and mating and mosquito nets and swarming and California and USA and Culex tarsalis and Culicidae and Diptera and Culex and Culicidae and Diptera and insects and Hexapoda and arthropods and invertebrates and animals and eukaryotes and Pacific States of USA and Western States of USA and USA and APEC countries and Developed Countries and North America and America and OECD Countries and mosquitoes and United States of America and Other Control Measures (HH700) and Animal Behaviour (LL300)","","GEN","Knop, N. F. and Reisen, W. K. and Grant, C. D.\Combs, J. C.\Coykendall, R. L.\Lusk, E. E.\Washino, R. K.","Sacramento, California; USA","Proceedings and Papers of the Fifty-first Annual Conference of the California Mosquito and Vector Control Association, Inc., January 23-26, 1983, held at the Villa Hotel, San Mateo, California","1983",NA,NA,"77","77","","","revtools"
